             A          B         C          D         E         F
58    1.907885   0.484298  1.209386  -1.059222  0.110529  0.899559
59    9.669908   2.270674 -0.192451  -3.226934  0.401215 -0.797927
60    0.777954   7.556969 -0.615226   0.764433 -0.601366 -0.516203
61    1.350358   0.014573  0.373914  -0.670472 -2.546471  2.982451
62    1.186711   3.397834 -1.730226   1.501042 -0.941950 -0.286275
63   -0.373097   3.789574  1.757615   0.723378 -0.637105  2.207519
64    2.652429   0.717206  1.001792   1.413454 -1.662102  2.696844
65    0.636142   0.765936  0.382242  -0.120319 -2.089910  2.701009
66    7.891932   0.149117  0.119647  -2.646148 -2.027876  2.260400
67    2.883806   7.008953 -0.384090  -1.494953 -1.978259  1.863610
68    0.655259   3.862508  0.903808   1.227000 -1.497746  2.407468
69   -0.937712   2.980715 -0.079517  -0.385284 -1.096994  0.886539
70    1.141229   0.709999  0.747461   0.694215 -2.040109  2.667713
71    2.627587   0.084609 -1.889692   1.315383 -2.375090  0.614276
72   14.487662   0.005767 -0.741051  -3.686021 -1.180825  0.938455
73   44.792815   3.988723 -0.600061  -6.749372  1.205264 -2.011806
74    3.457160   2.101632  1.664294  -2.015560 -0.088355  1.993465
75    1.413360   0.042837  0.866760  -0.716482 -1.263047  2.153248
76    0.436893   1.019619  0.514380  -0.110773 -2.621307  2.974020
77   22.386173   0.558393 -0.863939  -4.651573 -0.576740 -0.270967
78    3.155131   0.952873 -0.640234  -1.635499 -1.857504  1.423186
79    0.001954   4.678971 -0.265981  -0.366653 -0.646891  0.599468
80    0.618788   0.816377  0.007179  -0.181635 -1.058395  0.728174
81    0.904638   0.095602  0.152217   0.090957 -1.052068  1.102508
82   -0.707277   9.763452  0.345673  -0.578781 -1.704323  2.052972
83    7.726912   2.751441  0.064033  -2.958180 -1.539451  1.633990
84   -0.752774   3.328209 -0.630310  -0.573526 -1.798272  1.184861
85    2.526925   0.022829 -3.405594   1.275247 -1.125759 -2.509531
86    6.479670   1.100362 -0.107942  -2.474968 -1.164644  1.003047
87    1.015953   0.307929  0.194702   0.402565 -0.898199  0.850960
88    2.602827   0.504066  2.653057   1.351395 -1.796195  4.438281
89   -0.900640   2.658056  0.840302   0.289456 -0.532266  1.287766
90    1.399160   5.971330  1.318822  -0.739231 -1.844910  3.292954
91    2.110326   0.133390  1.340788  -1.103756 -1.290225  2.511943
92    3.686002   0.660625  2.096784   1.730740 -1.032814  3.048045
93  158.704905   2.154752 -0.274926 -12.623601  0.380900 -0.681219
94    3.252722   0.000430 -1.476709   1.533555 -2.344826  0.636375
95   28.999698   0.109383  1.541870  -5.301391 -0.333186  1.589450
96    7.830545   0.007391 -1.360084   2.632421 -2.407775  1.319294
97    0.392639   1.077998 -0.099927   0.136436 -1.953041  2.110407
98   15.197308   0.050034  1.277812  -3.781220 -1.217385  2.450762
99   23.557805   2.162660  0.440988  -4.920852 -1.932980  2.227120
